StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,1_B1,1_P1,1_S2,2_B1,2_P1,2_S2,3_B1,3_P1,3_S2,4_B1,4_P1,4_S2,5_B1,5_P1,5_S2,6_B1,6_P1,6_S2,7_B1,7_P1,7_S2,8_B1,8_P1,8_S2,9_B1,9_P1,9_S2,10_B1,10_P1,10_S2,11_B1,11_P1,11_S2,12_B1,12_P1,12_S2,13_B1,13_P1,13_S2,14_B1,14_P1,14_S2,15_B1,15_P1,15_S2,16_B1,16_P1,16_S2,17_B1,17_P1,17_S2,18_B1,18_P1,18_S2,19_B1,19_P1,19_S2,20_B1,20_P1,20_S2,check_77,lotr_1,lotr_2,lotr_3,lotr_4,lotr_5,lotr_6,lotr_7,lotr_8,lotr_9,lotr_10,age,gender,marital
2021-12-14T11:48:37Z,2021-12-14T11:57:56Z,IP Address,100,559,TRUE,2021-12-14T11:57:57Z,R_xkYmahXgwOzKenD,anonymous,EN,I consent to participate in this study.,10,0,0,65,65,80,70,70,60,25,15,15,15,15,15,10,10,10,40,50,50,40,0,0,5,5,5,25,20,10,35,0,0,5,5,5,50,0,0,5,0,0,25,0,0,3,0,0,15,0,0,20,0,0,5,0,0,35,45,25,77,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,65,Woman,Never married
2021-12-14T11:47:06Z,2021-12-14T11:58:01Z,IP Address,100,654,TRUE,2021-12-14T11:58:01Z,R_2fBu8bK2dH1L4nc,anonymous,EN,I consent to participate in this study.,1,1,1,60,60,50,20,1,10,10,10,20,10,1,1,10,1,1,30,30,30,25,0,0,40,1,60,2,1,1,90,100,100,10,1,1,50,99,99,1,1,1,50,50,25,1,1,1,10,0,0,40,99,99,1,1,1,70,99,99,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,34,Man,Never married
2021-12-14T11:52:08Z,2021-12-14T11:58:02Z,IP Address,100,354,TRUE,2021-12-14T11:58:02Z,R_3q7JFP2NKaDUfZo,anonymous,EN,I consent to participate in this study.,50,45,75,90,90,50,60,69,35,70,75,40,50,50,20,14,10,30,30,25,49,40,2,30,75,70,65,15,20,2,65,70,95,40,40,5,40,45,60,1,1,1,90,95,45,1,2,1,60,65,65,70,75,20,20,10,5,10,10,24,77,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,32,Man,Married
2021-12-14T11:46:27Z,2021-12-14T11:58:12Z,IP Address,100,704,TRUE,2021-12-14T11:58:12Z,R_2SrlauJtcdz7zhV,anonymous,EN,I consent to participate in this study.,35,35,50,70,70,50,65,65,40,40,40,25,20,20,20,10,10,30,30,40,40,50,15,10,75,75,65,65,40,10,60,100,100,20,15,5,40,5,5,5,2,1,55,80,80,1,1,1,65,80,80,20,0,0,5,0,0,50,80,80,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,NA,Woman,Married
2021-12-14T11:47:38Z,2021-12-14T11:58:17Z,IP Address,100,639,TRUE,2021-12-14T11:58:18Z,R_OIn41E35x00rpBL,anonymous,EN,I consent to participate in this study.,3,1,5,85,95,80,10,2,2,40,40,20,10,1,3,5,2,5,15,10,20,50,2,2,35,10,30,40,10,1,85,90,90,10,2,1,10,75,75,3,0,0,65,85,25,1,1,1,40,95,95,10,2,2,10,1,1,40,95,95,77,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,44,Woman,Married
2021-12-14T11:51:09Z,2021-12-14T11:58:30Z,IP Address,100,440,TRUE,2021-12-14T11:58:30Z,R_6YFSNWsY0Dr7bjj,anonymous,EN,I consent to participate in this study.,25,25,50,43,35,35,51,35,25,30,20,12,33,25,15,15,15,25,40,37,37,50,19,19,19,19,65,35,35,3,40,45,55,20,24,19,35,80,80,10,10,3,48,55,25,5,5,1,60,30,30,20,8,8,5,2,2,34,39,28,77,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neutral,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,32,Man,Never married
2021-12-14T11:53:48Z,2021-12-14T11:58:35Z,IP Address,100,287,TRUE,2021-12-14T11:58:35Z,R_1fZNIE6yg7lZOGm,anonymous,EN,I consent to participate in this study.,10,10,55,75,50,40,35,25,25,65,50,18,35,25,14,15,11,15,55,45,40,55,10,10,13,8,45,44,35,3,45,85,85,8,8,8,25,85,85,2,0,1,10,3,5,11,5,1,35,5,10,5,0,0,10,0,0,55,85,85,77,Neutral,Strongly agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,40,Man,Never married
2021-12-14T11:51:42Z,2021-12-14T11:58:51Z,IP Address,100,429,TRUE,2021-12-14T11:58:52Z,R_3qUrEd8wEPU31tB,anonymous,EN,I consent to participate in this study.,70,100,100,60,75,60,2,5,35,25,30,30,45,100,100,15,100,100,40,100,100,65,50,50,10,15,65,40,45,3,65,100,100,20,15,8,30,15,25,30,40,15,25,0,0,5,3,0,70,100,100,25,10,10,10,0,0,5,5,20,77,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Neutral,46,Woman,Married
2021-12-14T11:50:07Z,2021-12-14T11:59:00Z,IP Address,100,533,TRUE,2021-12-14T11:59:00Z,R_1FbtgNoLnM3snkN,anonymous,EN,I consent to participate in this study.,15,15,40,60,60,50,15,10,10,40,25,18,15,5,5,25,25,25,40,20,20,35,10,10,25,20,50,20,20,5,30,100,100,10,10,10,40,80,85,18,15,3,60,85,70,5,15,10,70,100,100,90,100,10,5,5,5,50,75,60,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,40,Man,Married
2021-12-14T11:51:38Z,2021-12-14T11:59:00Z,IP Address,100,442,TRUE,2021-12-14T11:59:00Z,R_sjK4BlG3Fj6QXqp,anonymous,EN,I consent to participate in this study.,20,30,50,30,40,40,10,10,15,40,50,20,60,50,15,20,10,20,40,40,40,60,50,50,30,20,50,30,30,3,40,60,80,10,5,5,30,20,50,5,2,2,20,30,30,2,2,1,60,50,50,40,100,100,30,50,50,10,5,20,78,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Strongly agree,39,Man,Married
2021-12-14T11:48:06Z,2021-12-14T11:59:00Z,IP Address,100,654,TRUE,2021-12-14T11:59:01Z,R_sZ725MKMKtIvRRv,anonymous,EN,I consent to participate in this study.,10,5,35,40,45,45,35,35,30,40,45,18,20,20,17,25,25,25,40,40,40,70,65,55,40,45,60,25,20,10,45,25,30,10,10,10,65,90,80,2,1,1,40,30,25,1,1,1,55,20,25,35,40,20,5,10,10,70,80,75,77,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,57,Woman,Prefer not to say
2021-12-14T11:49:13Z,2021-12-14T11:59:09Z,IP Address,100,596,TRUE,2021-12-14T11:59:09Z,R_1Crc447vHhJHgSG,anonymous,EN,I consent to participate in this study.,10,5,40,60,70,60,20,25,33,35,50,40,5,10,15,35,20,20,75,40,40,40,25,25,20,25,55,60,50,10,60,33,40,8,5,5,40,20,30,25,10,1,30,20,10,15,10,1,40,20,30,65,35,10,15,10,5,50,75,20,77,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,41,Man,Never married
2021-12-14T11:54:15Z,2021-12-14T11:59:11Z,IP Address,100,296,TRUE,2021-12-14T11:59:11Z,R_2dN2pdVZZrjwtHs,anonymous,EN,I consent to participate in this study.,5,2,2,75,55,55,45,20,20,10,2,2,45,15,15,1,1,1,25,15,15,50,20,20,5,1,50,5,1,1,40,100,100,3,3,3,25,95,98,2,1,1,5,100,100,2,1,1,55,80,80,35,100,100,30,100,100,10,75,75,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,47,Man,Married
2021-12-14T11:52:51Z,2021-12-14T11:59:16Z,IP Address,100,385,TRUE,2021-12-14T11:59:16Z,R_3GpumfAusQN2gSg,anonymous,EN,I consent to participate in this study.,35,35,50,50,70,60,30,40,40,50,50,30,15,20,20,10,100,100,30,30,40,50,20,20,20,20,60,15,15,5,65,100,100,10,10,10,30,40,50,5,5,3,55,33,20,2,2,1,40,20,20,40,15,15,5,5,5,50,40,30,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,37,Man,Never married
2021-12-14T11:46:17Z,2021-12-14T11:59:26Z,IP Address,100,788,TRUE,2021-12-14T11:59:26Z,R_T1sfODbAgJ16iwF,anonymous,EN,I consent to participate in this study.,20,5,40,55,95,95,5,10,50,40,70,75,60,75,75,35,35,26,40,40,40,45,10,10,20,20,65,15,20,10,40,50,60,3,3,3,65,85,85,10,5,1,60,5,4,3,1,1,55,10,10,10,4,4,35,5,3,40,20,23,77,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,51,Man,Never married
2021-12-14T11:47:00Z,2021-12-14T11:59:57Z,IP Address,100,776,TRUE,2021-12-14T11:59:57Z,R_1P5ii4EbxAfbP5j,anonymous,EN,I consent to participate in this study.,1,1,50,78,80,45,35,25,26,60,55,20,40,25,15,3,1,21,15,5,25,40,15,35,5,5,55,30,10,1,35,60,80,10,5,10,45,55,55,25,12,2,50,55,30,1,1,1,50,99,99,25,15,15,12,5,8,60,60,30,77,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,48,Prefer not to say,Married
2021-12-14T11:52:26Z,2021-12-14T12:00:25Z,IP Address,100,478,TRUE,2021-12-14T12:00:25Z,R_3rMx2SWbBUpwIwR,anonymous,EN,I consent to participate in this study.,30,30,50,40,35,35,15,15,25,39,20,15,15,15,16,9,6,12,34,33,36,30,5,7,4,3,50,12,17,5,60,100,100,30,32,15,55,75,78,10,3,1,40,70,50,5,3,1,50,90,90,35,10,9,5,4,6,35,70,69,77,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,34,Man,Never married
2021-12-14T11:49:25Z,2021-12-14T12:00:46Z,IP Address,100,680,TRUE,2021-12-14T12:00:46Z,R_2bZrlGE82YbTy41,anonymous,EN,I consent to participate in this study.,20,5,50,50,50,45,30,30,30,50,50,18,30,10,15,50,50,25,30,25,40,80,50,40,5,5,65,50,50,3,20,2,10,15,15,10,75,75,55,5,0,0,65,25,20,15,15,1,5,10,50,2,0,0,10,5,5,50,50,20,77,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,36,Woman,Never married
2021-12-14T11:55:47Z,2021-12-14T12:00:57Z,IP Address,100,310,TRUE,2021-12-14T12:00:58Z,R_25SDTDb7tF0i8K4,anonymous,EN,I consent to participate in this study.,5,5,50,50,50,30,20,20,20,70,65,15,10,5,5,10,5,10,15,15,20,35,15,15,15,10,40,50,50,5,20,25,60,15,10,11,45,75,75,2,10,5,30,30,25,1,1,1,60,90,90,5,15,15,5,5,3,15,15,25,77,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,30,Man,Married
2021-12-14T11:54:09Z,2021-12-14T12:01:22Z,IP Address,100,433,TRUE,2021-12-14T12:01:22Z,R_30d8uvYf8T5h4zI,anonymous,EN,I consent to participate in this study.,6,4,10,40,40,35,15,10,25,35,20,20,5,5,5,15,20,20,10,2,20,25,10,15,60,62,65,20,5,1,70,60,65,20,30,15,30,21,60,65,55,4,60,50,35,60,40,45,30,25,60,45,45,62,30,45,15,60,60,35,77,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30,Woman,Never married
2021-12-14T11:51:59Z,2021-12-14T12:01:25Z,IP Address,100,566,TRUE,2021-12-14T12:01:26Z,R_YQVg9k7OlKhlENb,anonymous,EN,I consent to participate in this study.,40,40,70,30,30,41,30,21,30,30,30,18,30,20,17,40,76,26,35,40,40,60,75,40,60,60,65,36,30,3,90,20,50,10,10,11,60,100,90,50,50,3,80,20,22,2,2,1,40,50,61,80,80,16,10,2,9,50,50,23,77,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,32,Woman,Never married
2021-12-14T11:46:26Z,2021-12-14T12:01:27Z,IP Address,100,900,TRUE,2021-12-14T12:01:27Z,R_1loDeHhCANzSGtx,anonymous,EN,I consent to participate in this study.,25,20,50,70,70,50,25,25,35,30,40,20,30,30,17,4,4,20,50,50,50,40,0,0,35,25,75,40,70,5,50,100,100,25,10,5,40,50,50,2,4,4,30,25,18,1,1,1,45,100,100,15,1,5,5,1,1,20,25,20,77,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,34,Man,Married
2021-12-14T11:56:08Z,2021-12-14T12:01:49Z,IP Address,100,340,TRUE,2021-12-14T12:01:49Z,R_a91MaX5eLFWRN8B,anonymous,EN,I consent to participate in this study.,39,0,0,20,20,41,25,20,31,35,21,18,15,10,17,60,56,26,58,60,40,54,0,0,36,26,65,30,24,5,45,5,0,5,5,11,40,100,95,35,50,15,35,0,0,2,0,0,45,10,15,54,0,0,12,0,0,3,0,23,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,36,Woman,Never married
2021-12-14T11:55:16Z,2021-12-14T12:01:56Z,IP Address,100,400,TRUE,2021-12-14T12:01:56Z,R_243V6th4WgwfWqR,anonymous,EN,I consent to participate in this study.,25,10,10,50,40,30,45,30,30,15,20,20,10,5,5,25,5,5,35,40,45,35,5,5,5,5,50,20,25,10,25,100,100,30,25,10,15,10,25,10,1,1,30,5,5,5,1,1,75,99,99,25,1,1,5,1,1,30,80,80,77,Strongly agree,Neutral,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,50,Woman,Married
2021-12-14T11:53:31Z,2021-12-14T12:02:02Z,IP Address,100,510,TRUE,2021-12-14T12:02:02Z,R_2fxh8u7s7ISeeGU,anonymous,EN,I consent to participate in this study.,15,15,50,55,55,40,45,45,35,60,60,25,10,9,15,4,2,8,35,20,30,50,50,45,9,9,40,15,10,3,29,40,60,5,2,3,30,20,30,4,1,2,50,50,35,5,3,1,60,65,60,33,35,20,15,20,10,14,25,25,77,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Somewhat disagree,Strongly agree,28,Man,Never married
2021-12-14T11:54:06Z,2021-12-14T12:02:45Z,IP Address,100,519,TRUE,2021-12-14T12:02:46Z,R_ZkqOT06qzs7RhWp,anonymous,EN,I consent to participate in this study.,10,2,20,28,80,45,55,65,40,30,20,20,50,65,35,15,5,5,75,80,40,55,0,0,28,25,65,22,25,8,75,100,100,30,10,8,18,0,0,5,0,0,40,8,10,5,1,0,65,0,0,35,30,16,40,10,5,40,95,80,77,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,55,Woman,Divorced
2021-12-14T11:50:42Z,2021-12-14T12:02:55Z,IP Address,100,733,TRUE,2021-12-14T12:02:56Z,R_21Au8Cf7X8s2QbM,anonymous,EN,I consent to participate in this study.,21,13,78,21,65,42,24,12,25,26,24,15,21,12,10,76,25,31,50,27,39,12,10,25,2,23,25,21,10,2,75,45,78,25,34,25,56,24,60,21,25,5,26,45,75,23,0,0,25,12,54,45,25,15,25,35,6,27,34,22,77,Neutral,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,29,Woman,Married
2021-12-14T11:55:33Z,2021-12-14T12:03:50Z,IP Address,100,497,TRUE,2021-12-14T12:03:51Z,R_2D6o1js6C7p6fZJ,anonymous,EN,I consent to participate in this study.,20,0,0,60,65,50,20,20,25,30,40,40,30,40,30,10,10,20,35,45,45,50,0,0,15,33,75,30,33,3,50,100,100,5,0,0,30,90,90,5,5,2,40,50,40,5,1,0,50,10,10,50,90,90,20,89,90,60,65,40,77,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,38,Man,Never married
2021-12-14T11:46:50Z,2021-12-14T12:03:52Z,IP Address,100,1021,TRUE,2021-12-14T12:03:52Z,R_1jPn3VOybKq7kjv,anonymous,EN,I consent to participate in this study.,20,10,50,20,15,40,50,20,25,50,50,18,40,30,15,40,40,20,15,10,40,50,2,2,20,20,60,15,15,3,50,100,100,10,20,15,10,20,58,10,10,2,10,1,1,2,0,1,20,50,60,10,0,0,1,0,0,50,50,23,77,Neutral,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Neutral,Neutral,49,Woman,Married
2021-12-14T11:51:37Z,2021-12-14T12:03:59Z,IP Address,100,742,TRUE,2021-12-14T12:03:59Z,R_30lekbWAQK51wxo,anonymous,EN,I consent to participate in this study.,10,20,30,60,60,50,20,20,25,50,50,50,15,20,15,5,5,5,25,25,30,18,0,0,20,20,20,2,2,2,20,100,100,0,0,10,10,90,90,1,1,1,10,10,25,0,0,0,10,5,0,20,100,100,10,100,100,50,25,20,77,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,42,Man,Never married
2021-12-14T11:46:18Z,2021-12-14T12:04:08Z,IP Address,100,1070,TRUE,2021-12-14T12:04:08Z,R_3EcoTLshSvgm32T,anonymous,EN,I consent to participate in this study.,40,40,76,60,25,41,23,60,45,35,0,0,35,25,10,36,15,15,15,10,25,55,0,0,24,100,100,15,10,5,67,100,100,40,30,20,18,10,40,4,3,3,22,100,100,9,0,1,70,100,100,50,0,0,24,0,0,14,3,20,77,Strongly disagree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,78,Woman,Married
2021-12-14T11:53:05Z,2021-12-14T12:04:23Z,IP Address,100,678,TRUE,2021-12-14T12:04:24Z,R_29cy9o9laNPohCs,anonymous,EN,I consent to participate in this study.,20,10,10,80,20,20,15,5,5,45,10,10,15,5,5,33,10,15,40,25,25,50,0,0,5,2,2,22,2,2,44,20,20,2,1,10,20,10,25,5,1,1,10,5,5,10,5,1,5,0,0,10,10,10,10,2,2,35,90,90,77,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,41,Woman,Never married
2021-12-14T11:59:55Z,2021-12-14T12:04:24Z,IP Address,100,269,TRUE,2021-12-14T12:04:25Z,R_29ne0FGxWSAJx7H,anonymous,EN,I consent to participate in this study.,36,36,50,64,78,70,16,21,35,21,30,27,7,7,17,12,12,26,60,80,80,35,1,1,10,5,30,26,26,3,34,30,30,5,1,1,75,90,90,10,100,100,50,50,10,12,1,1,50,30,30,50,8,8,1,1,1,80,90,60,77,Somewhat disagree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,31,Man,Never married
2021-12-14T11:59:20Z,2021-12-14T12:04:46Z,IP Address,100,325,TRUE,2021-12-14T12:04:46Z,R_1N5sS3M4793KoF5,anonymous,EN,I consent to participate in this study.,15,1,15,20,10,20,40,15,15,35,2,2,2,1,2,5,2,2,35,10,10,75,0,0,23,15,15,35,25,2,25,10,10,15,25,25,35,99,99,2,0,0,50,85,85,5,5,5,10,0,0,10,1,1,15,0,0,35,99,99,77,Neutral,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,26,Man,Never married
2021-12-14T11:59:38Z,2021-12-14T12:04:58Z,IP Address,100,319,TRUE,2021-12-14T12:04:58Z,R_3qx2Gx6t8chC9ME,anonymous,EN,I consent to participate in this study.,12,15,65,65,65,50,15,15,30,35,30,20,23,25,20,8,7,12,45,45,45,50,35,40,40,40,65,20,20,5,71,99,99,5,5,10,50,70,65,35,55,5,29,25,25,1,1,1,35,50,60,12,20,20,5,5,7,8,5,13,77,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,30,Man,Married
2021-12-14T11:49:42Z,2021-12-14T12:05:46Z,IP Address,100,963,TRUE,2021-12-14T12:05:46Z,R_qCJ8iDyT9k8mxMZ,anonymous,EN,I consent to participate in this study.,87,80,76,38,38,40,35,30,30,38,38,15,20,20,15,25,45,20,60,50,40,70,50,30,3,3,60,47,30,1,40,50,90,50,50,8,28,50,80,2,0,0,2,2,20,8,8,2,15,99,99,75,75,16,5,10,10,1,1,10,77,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,NA,Somewhat disagree,Somewhat agree,39,Woman,Married
2021-12-14T11:48:41Z,2021-12-14T12:05:51Z,IP Address,100,1029,TRUE,2021-12-14T12:05:51Z,R_3GjhTlUJMVRnUw2,anonymous,EN,I consent to participate in this study.,10,10,76,85,85,50,20,25,35,25,25,18,20,20,17,10,10,26,30,30,40,55,5,5,10,10,65,10,10,3,65,100,100,5,3,5,60,90,90,2,0,0,35,35,35,1,1,1,40,100,100,70,0,0,20,0,0,2,2,5,77,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,60,Man,Married
2021-12-14T11:48:22Z,2021-12-14T12:05:54Z,IP Address,100,1052,TRUE,2021-12-14T12:05:55Z,R_3qmQJpS4QchkgMR,anonymous,EN,I consent to participate in this study.,60,55,70,70,85,50,35,25,28,30,50,25,12,17,20,25,28,28,65,68,45,70,50,40,15,20,65,30,40,10,75,60,75,8,2,5,35,20,35,10,3,1,40,40,15,5,0,0,13,20,55,10,5,10,12,5,3,70,65,18,77,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,31,Woman,Never married
2021-12-14T11:54:51Z,2021-12-14T12:06:17Z,IP Address,100,686,TRUE,2021-12-14T12:06:18Z,R_1FhXHdebes5zw1s,anonymous,EN,I consent to participate in this study.,30,5,25,75,75,40,15,20,35,15,15,16,15,15,15,10,5,10,33,35,40,40,20,20,20,20,65,15,10,1,70,100,100,3,1,2,25,35,65,1,1,1,70,75,60,5,1,1,75,75,70,40,15,5,5,1,1,80,80,40,77,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,43,Man,Never married
