StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,1_B1,1_P1,1_S2,2_B1,2_P1,2_S2,3_B1,3_P1,3_S2,4_B1,4_P1,4_S2,5_B1,5_P1,5_S2,6_B1,6_P1,6_S2,7_B1,7_P1,7_S2,8_B1,8_P1,8_S2,9_B1,9_P1,9_S2,10_B1,10_P1,10_S2,11_B1,11_P1,11_S2,12_B1,12_P1,12_S2,13_B1,13_P1,13_S2,14_B1,14_P1,14_S2,15_B1,15_P1,15_S2,16_B1,16_P1,16_S2,17_B1,17_P1,17_S2,18_B1,18_P1,18_S2,19_B1,19_P1,19_S2,20_B1,20_P1,20_S2,check_77,lotr_1,lotr_2,lotr_3,lotr_4,lotr_5,lotr_6,lotr_7,lotr_8,lotr_9,lotr_10,age,gender,marital
2021-12-14T12:00:06Z,2021-12-14T12:07:50Z,IP Address,100,463,TRUE,2021-12-14T12:07:50Z,R_2BfyJFpzvKA6wNE,anonymous,EN,I consent to participate in this study.,42,12,34,57,24,28,26,12,18,38,21,15,27,8,12,22,10,16,65,25,33,35,21,37,20,5,25,28,2,1,31,27,62,3,10,18,42,68,72,54,20,1,20,18,23,2,5,2,38,39,65,22,32,24,11,15,12,32,70,65,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat agree,28,Man,Prefer not to say
2021-12-14T11:55:27Z,2021-12-14T12:08:06Z,IP Address,100,759,TRUE,2021-12-14T12:08:06Z,R_3EMQSMPEWjxpXvD,anonymous,EN,I consent to participate in this study.,80,80,80,25,15,25,40,50,50,25,15,10,15,10,15,60,50,25,20,10,20,65,40,40,50,65,65,50,30,5,40,100,100,20,40,25,25,0,0,10,0,0,50,70,70,32,50,10,25,100,100,10,0,0,12,0,0,0,0,0,77,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,44,Woman,Married
2021-12-14T11:58:08Z,2021-12-14T12:08:26Z,IP Address,100,617,TRUE,2021-12-14T12:08:26Z,R_AHcxLAD8gSYMW09,anonymous,EN,I consent to participate in this study.,40,40,60,60,20,30,60,40,25,40,20,18,60,30,5,70,70,20,40,40,40,80,0,0,20,10,20,40,30,1,30,50,80,7,7,7,60,60,60,60,60,3,80,80,80,0,0,1,30,100,100,40,100,100,2,70,70,2,2,20,77,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,28,Woman,Married
2021-12-14T12:02:09Z,2021-12-14T12:09:01Z,IP Address,100,411,TRUE,2021-12-14T12:09:02Z,R_3Jlzgf6uqJp60ov,anonymous,EN,I consent to participate in this study.,25,100,100,75,99,99,20,35,45,50,85,85,25,35,30,40,100,100,10,100,100,50,5,3,5,15,80,1,5,7,50,5,5,2,1,1,30,0,0,60,100,100,15,1,1,1,1,1,30,50,50,5,1,1,5,1,1,40,60,45,77,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30,Woman,Never married
2021-12-14T11:57:20Z,2021-12-14T12:09:33Z,IP Address,100,732,TRUE,2021-12-14T12:09:34Z,R_3PbK3Ti3gNL9p45,anonymous,EN,I consent to participate in this study.,10,10,50,27,27,35,8,8,8,20,20,20,10,10,17,5,5,25,18,18,30,35,35,35,10,10,65,4,4,3,20,20,80,15,15,10,40,40,85,1,1,3,40,40,30,5,5,4,20,20,20,20,20,20,5,5,5,55,55,50,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,36,Man,Never married
2021-12-14T11:59:28Z,2021-12-14T12:09:37Z,IP Address,100,609,TRUE,2021-12-14T12:09:37Z,R_3jVFEo6D2GybSzY,anonymous,EN,I consent to participate in this study.,70,40,40,60,55,55,5,5,40,60,65,13,6,3,10,10,5,20,5,3,10,30,10,30,30,30,50,2,1,1,70,85,90,10,10,11,35,60,70,1,0,0,70,80,50,1,0,0,70,90,80,50,100,100,7,50,30,4,10,45,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,21,Woman,Never married
2021-12-14T12:03:08Z,2021-12-14T12:10:09Z,IP Address,100,420,TRUE,2021-12-14T12:10:09Z,R_3g1O7EqrsC5XSNf,anonymous,EN,I consent to participate in this study.,55,55,75,45,50,40,39,30,30,60,60,15,25,25,13,40,20,20,60,60,40,60,5,5,40,35,60,65,70,1,40,50,75,6,4,5,52,60,60,1,0,0,25,30,25,30,30,1,52,90,90,12,10,12,4,0,0,3,3,20,27,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,25,Man,Never married
2021-12-14T11:51:28Z,2021-12-14T12:10:59Z,IP Address,100,1171,TRUE,2021-12-14T12:11:00Z,R_117KaFxEeRr0W4O,anonymous,EN,I consent to participate in this study.,1,1,76,35,50,35,20,15,15,40,50,50,60,45,45,99,100,100,70,100,100,35,1,1,70,60,60,40,100,100,40,100,100,1,5,15,40,90,90,10,100,100,20,70,65,1,1,1,20,70,90,100,100,100,12,80,80,1,1,25,77,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,31,Man,Married
2021-12-14T12:02:57Z,2021-12-14T12:11:05Z,IP Address,100,488,TRUE,2021-12-14T12:11:05Z,R_31KjP3RY0FIqOC8,anonymous,EN,I consent to participate in this study.,45,45,70,65,75,75,30,35,35,55,60,55,35,35,17,35,45,25,17,10,35,55,25,25,45,45,55,25,15,5,58,100,100,5,1,1,45,45,50,5,1,1,35,25,18,10,2,1,25,10,10,65,80,75,5,15,14,1,1,15,77,Neutral,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Neutral,33,Man,Never married
2021-12-14T11:57:09Z,2021-12-14T12:12:32Z,IP Address,100,923,TRUE,2021-12-14T12:12:33Z,R_12osyb2qVKFDbYT,anonymous,EN,I consent to participate in this study.,56,1,1,78,1,1,3,0,0,63,0,0,28,1,1,30,1,1,38,1,1,40,2,2,5,1,1,25,1,1,68,100,100,49,100,100,45,99,99,50,50,50,32,90,90,13,100,100,51,100,100,59,100,100,100,100,100,30,1,99,77,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,45,Woman,Married
2021-12-14T12:07:48Z,2021-12-14T12:13:51Z,IP Address,100,363,TRUE,2021-12-14T12:13:51Z,R_1itHN9HlJSNXgEE,anonymous,EN,I consent to participate in this study.,15,5,40,90,80,60,18,5,8,45,25,15,22,5,7,35,10,10,25,10,20,60,50,50,70,50,60,33,25,10,20,25,45,15,3,2,45,90,90,1,0,0,67,75,60,1,0,0,25,5,5,1,5,6,2,0,0,2,5,15,77,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,33,Man,Never married
2021-12-14T12:01:48Z,2021-12-14T12:13:53Z,IP Address,100,725,TRUE,2021-12-14T12:13:53Z,R_2Scb3BpmfxsC1oa,anonymous,EN,I consent to participate in this study.,20,15,60,45,35,30,25,20,25,35,25,10,10,8,15,8,3,20,27,27,40,40,100,100,15,10,55,5,8,6,65,100,100,10,15,11,45,30,35,15,10,3,35,60,55,3,5,3,5,100,100,30,100,100,30,90,90,15,15,23,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,43,Man,Married
2021-12-14T12:02:26Z,2021-12-14T12:15:03Z,IP Address,100,756,TRUE,2021-12-14T12:15:03Z,R_2ZE7iZehB8hT5lT,anonymous,EN,I consent to participate in this study.,8,5,15,19,18,30,4,3,9,45,40,15,4,2,7,11,9,12,15,8,18,62,60,45,10,10,15,19,6,3,75,100,100,24,35,19,40,70,65,10,10,3,19,20,22,5,8,3,40,60,60,4,4,5,1,2,2,55,50,25,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,28,Man,Never married
2021-12-14T11:55:46Z,2021-12-14T12:15:20Z,IP Address,100,1173,TRUE,2021-12-14T12:15:20Z,R_2vbScODQlcgkQUi,anonymous,EN,I consent to participate in this study.,65,50,76,50,60,50,37,40,35,62,50,20,30,30,17,20,20,26,40,40,40,40,5,5,9,50,65,15,15,3,35,100,100,8,8,11,30,75,75,4,4,3,24,25,22,2,2,1,75,95,95,42,30,30,6,0,0,5,0,0,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,26,Man,Married
2021-12-14T11:46:18Z,2021-12-14T12:15:32Z,IP Address,100,1754,TRUE,2021-12-14T12:15:33Z,R_z6kbuP3bXoYvXix,anonymous,EN,I consent to participate in this study.,10,2,2,15,15,30,20,15,15,15,15,15,20,15,15,3,2,10,10,10,10,45,0,0,15,15,40,30,20,3,40,40,70,3,3,5,60,70,70,2,0,0,20,0,0,5,5,1,59,100,100,20,0,0,10,0,0,30,40,40,77,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,29,Man,Married
2021-12-14T12:00:56Z,2021-12-14T12:15:43Z,IP Address,100,887,TRUE,2021-12-14T12:15:43Z,R_2ZTyXBOdQIw7tJC,anonymous,EN,I consent to participate in this study.,30,30,30,50,5,5,50,1,1,35,5,5,25,1,25,5,3,5,60,2,2,50,20,20,30,2,5,30,5,4,60,60,60,10,80,80,20,100,100,5,5,5,10,95,95,2,80,80,30,15,15,10,40,40,5,10,10,10,60,60,77,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,38,Man,Never married
2021-12-14T12:01:46Z,2021-12-14T12:16:38Z,IP Address,100,892,TRUE,2021-12-14T12:16:39Z,R_qCVcc3G7k6PHs5P,anonymous,EN,I consent to participate in this study.,19,14,40,75,60,50,40,35,25,30,10,10,20,15,13,10,7,15,6,5,30,55,25,20,30,45,75,7,10,5,38,100,100,15,18,14,20,5,15,4,0,0,35,75,50,3,4,2,50,100,100,12,0,0,9,0,0,5,8,15,77,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,56,Woman,Married
2021-12-14T12:07:25Z,2021-12-14T12:17:39Z,IP Address,100,614,TRUE,2021-12-14T12:17:40Z,R_2P0aN7MjhCClCdk,anonymous,EN,I consent to participate in this study.,50,50,70,80,98,70,15,25,29,65,55,55,55,27,15,75,50,25,42,57,32,43,50,35,8,15,45,21,35,11,50,100,100,1,1,4,46,50,35,25,1,1,77,50,15,0,0,0,33,25,45,80,75,35,65,35,15,25,50,35,77,Somewhat agree,Neutral,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Neutral,33,Man,Never married
2021-12-14T12:10:36Z,2021-12-14T12:17:46Z,IP Address,100,430,TRUE,2021-12-14T12:17:46Z,R_2aFep5ER1dQtxrZ,anonymous,EN,I consent to participate in this study.,60,0,0,20,10,10,40,20,20,20,10,20,10,0,17,75,50,30,5,10,20,75,0,0,40,60,65,20,10,3,10,20,40,50,70,80,20,0,20,1,0,0,5,0,0,40,60,30,20,0,0,20,80,80,20,60,60,50,75,46,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,30,Man,Never married
2021-12-14T12:10:07Z,2021-12-14T12:17:48Z,IP Address,100,460,TRUE,2021-12-14T12:17:48Z,R_2xLtamNv3AeGrgv,anonymous,EN,I consent to participate in this study.,23,25,45,80,80,40,26,12,26,34,12,5,25,12,12,12,21,24,22,25,22,28,10,20,23,23,35,24,22,1,24,22,45,55,22,4,35,23,45,67,45,2,25,24,24,4,1,1,5,3,34,80,80,20,12,23,5,22,25,12,77,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,33,Man,Married
2021-12-14T12:00:26Z,2021-12-14T12:18:37Z,IP Address,100,1091,TRUE,2021-12-14T12:18:37Z,R_2urCIcqpQejQiJA,anonymous,EN,I consent to participate in this study.,45,35,60,50,78,78,20,5,8,33,66,66,28,10,10,8,3,12,55,70,60,45,100,100,5,5,65,18,5,1,80,20,20,6,1,1,25,66,66,10,1,1,50,1,1,8,3,1,75,10,10,25,2,1,6,1,1,33,65,50,77,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,38,Man,Divorced
2021-12-14T12:02:31Z,2021-12-14T12:19:09Z,IP Address,100,998,TRUE,2021-12-14T12:19:09Z,R_2aETEPkZHrrkUn7,anonymous,EN,I consent to participate in this study.,30,20,50,35,45,45,30,40,40,25,30,20,13,15,20,20,15,20,30,40,40,35,15,20,15,25,65,40,10,1,70,100,100,15,10,10,40,30,30,5,5,2,60,80,60,5,2,1,70,90,90,15,25,20,5,5,5,10,5,5,77,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Strongly disagree,Somewhat agree,32,Woman,Married
2021-12-14T12:15:41Z,2021-12-14T12:20:31Z,IP Address,100,290,TRUE,2021-12-14T12:20:32Z,R_56DA0x4X3QUpqHD,anonymous,EN,I consent to participate in this study.,20,15,20,55,65,65,45,35,35,25,40,40,25,15,15,20,15,15,20,25,25,45,40,40,15,10,30,17,23,15,30,35,35,20,10,10,55,80,80,2,1,1,5,2,5,5,2,1,20,10,10,20,25,20,1,2,1,45,70,65,77,Neutral,Somewhat agree,Neutral,Somewhat disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,29,Man,Never married
2021-12-14T12:12:57Z,2021-12-14T12:22:46Z,IP Address,100,589,TRUE,2021-12-14T12:22:46Z,R_cAzToKOaLBz9FQJ,anonymous,EN,I consent to participate in this study.,51,50,55,92,90,40,7,5,10,22,20,17,7,5,8,15,2,5,8,5,20,20,1,5,17,15,35,10,3,3,55,50,70,21,20,10,33,40,60,3,0,1,35,10,12,5,5,1,45,100,100,12,8,12,5,1,3,60,75,50,77,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,39,Man,Married
2021-12-14T12:16:10Z,2021-12-14T12:23:22Z,IP Address,100,432,TRUE,2021-12-14T12:23:22Z,R_3ensXFzNc1QQ7Xj,anonymous,EN,I consent to participate in this study.,68,15,40,50,30,25,50,30,20,40,2,10,33,10,3,4,2,6,50,100,100,55,100,100,50,60,65,70,60,6,40,100,100,6,9,12,50,2,6,2,0,0,37,90,89,5,7,5,60,100,100,30,0,0,37,0,0,3,1,20,77,Neutral,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,64,Woman,Married
2021-12-14T12:11:59Z,2021-12-14T12:25:08Z,IP Address,100,788,TRUE,2021-12-14T12:25:08Z,R_eA12riB1wqSmh0Z,anonymous,EN,I consent to participate in this study.,10,5,50,80,80,40,8,0,5,40,15,5,15,2,3,8,1,5,5,1,20,40,0,0,5,0,50,40,20,1,85,100,100,5,5,10,14,100,100,5,0,0,45,100,50,2,1,1,50,100,100,15,100,100,3,0,3,2,0,10,77,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Strongly disagree,Somewhat disagree,Somewhat agree,26,Man,Never married
2021-12-14T11:46:14Z,2021-12-14T12:25:14Z,IP Address,100,2340,TRUE,2021-12-14T12:25:14Z,R_2AX8eMFsy86zgw4,anonymous,EN,I consent to participate in this study.,10,10,75,25,25,40,37,35,30,35,30,15,8,8,17,10,10,25,50,40,40,63,0,0,8,10,70,25,40,10,75,100,85,38,75,30,70,50,50,20,0,5,10,10,22,18,20,10,30,100,100,20,0,0,5,0,0,20,50,40,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,36,Woman,Married
2021-12-14T11:47:42Z,2021-12-14T12:26:05Z,IP Address,100,2302,TRUE,2021-12-14T12:26:06Z,R_yrroIhdTvuM2YgN,anonymous,EN,I consent to participate in this study.,50,45,55,25,10,20,8,3,10,35,20,15,15,5,5,5,2,5,35,15,15,45,15,5,5,2,25,50,15,2,70,100,100,20,40,25,45,90,90,3,5,5,15,95,95,10,18,5,65,100,100,7,100,100,20,85,85,15,25,45,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,38,Man,Married
2021-12-14T12:18:35Z,2021-12-14T12:26:48Z,IP Address,100,493,TRUE,2021-12-14T12:26:48Z,R_qyowlC0iV1eebQt,anonymous,EN,I consent to participate in this study.,10,1,15,55,5,5,20,5,5,30,1,1,8,2,8,5,5,10,10,2,10,20,5,5,15,15,40,20,10,1,55,100,100,20,70,70,65,98,98,1,2,5,30,10,10,5,25,15,20,100,100,30,20,8,20,5,5,25,25,20,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,60,Woman,Married
2021-12-14T12:21:56Z,2021-12-14T12:27:23Z,IP Address,100,327,TRUE,2021-12-14T12:27:24Z,R_qL1eKccgRDc2uNb,anonymous,EN,I consent to participate in this study.,10,1,1,60,60,41,25,5,5,35,35,18,15,5,5,2,1,1,5,3,20,50,5,5,10,10,65,2,1,1,60,30,40,15,10,11,35,95,95,2,1,1,30,80,70,2,1,1,55,10,10,25,10,10,20,5,5,85,95,65,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,27,Man,Never married
2021-12-14T12:22:38Z,2021-12-14T12:28:12Z,IP Address,100,333,TRUE,2021-12-14T12:28:12Z,R_3rNbwsbk84u7Rbd,anonymous,EN,I consent to participate in this study.,25,30,75,80,99,99,16,20,32,70,80,80,4,9,20,50,50,50,70,95,99,75,20,10,22,25,65,60,90,90,25,25,25,1,0,0,41,81,81,5,0,0,10,0,0,1,0,0,75,100,100,20,0,0,1,0,0,10,0,0,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,38,Man,Married
2021-12-14T12:22:51Z,2021-12-14T12:28:38Z,IP Address,100,347,TRUE,2021-12-14T12:28:38Z,R_3I3Qr9ec1vjHDGL,anonymous,EN,I consent to participate in this study.,25,20,65,30,35,40,30,20,30,70,60,20,25,20,20,15,10,15,85,70,45,55,40,40,85,80,60,20,15,5,45,40,70,15,15,10,35,45,55,5,5,2,45,60,45,5,5,1,30,30,50,15,10,10,5,3,3,70,75,60,77,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,41,Woman,Never married
2021-12-14T12:24:43Z,2021-12-14T12:32:00Z,IP Address,100,437,TRUE,2021-12-14T12:32:01Z,R_1Qhg7nGBNJzFvlO,anonymous,EN,I consent to participate in this study.,10,10,76,50,50,50,20,20,31,15,15,18,15,15,15,30,30,26,40,40,40,25,5,5,15,15,65,10,10,3,35,20,30,30,30,11,30,60,60,2,1,1,50,40,15,5,5,2,65,5,10,15,2,2,10,1,1,1,1,5,77,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Strongly agree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,32,Man,Never married
2021-12-14T12:19:17Z,2021-12-14T12:32:16Z,IP Address,100,779,TRUE,2021-12-14T12:32:17Z,R_R3x0WyCm4fI0N3j,anonymous,EN,I consent to participate in this study.,76,0,0,85,98,98,27,85,75,23,95,95,47,75,52,51,75,75,35,30,40,35,0,0,15,10,75,42,55,45,25,0,0,2,1,2,20,0,22,10,1,1,20,0,0,2,0,0,65,0,0,1,0,0,8,0,0,12,15,20,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,34,Man,Never married
2021-12-14T12:01:33Z,2021-12-14T12:32:36Z,IP Address,100,1863,TRUE,2021-12-14T12:32:37Z,R_RJEMakvRVka9YRj,anonymous,EN,I consent to participate in this study.,70,50,50,25,20,35,70,30,20,80,75,20,65,35,10,70,65,20,65,45,40,65,25,20,25,10,25,65,30,1,65,100,100,7,2,5,35,45,45,10,4,1,15,5,15,5,1,1,40,50,55,40,30,10,2,0,1,80,85,45,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat disagree,29,Woman,Married
2021-12-14T12:26:03Z,2021-12-14T12:34:27Z,IP Address,100,503,TRUE,2021-12-14T12:34:28Z,R_3RsefzHD45g9uIk,anonymous,EN,I consent to participate in this study.,12,3,75,30,30,40,10,8,35,35,25,15,60,65,20,1,0,28,20,24,42,40,30,35,15,10,60,60,45,1,18,5,55,55,50,5,30,15,45,1,0,1,25,20,18,1,1,1,45,45,65,35,5,2,12,1,1,60,80,75,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,34,Man,Never married
2021-12-14T12:24:07Z,2021-12-14T12:35:04Z,IP Address,100,656,TRUE,2021-12-14T12:35:04Z,R_1jQfa4wX539gj6V,anonymous,EN,I consent to participate in this study.,10,5,50,30,20,40,15,12,31,20,30,18,10,5,17,30,40,26,10,20,40,20,15,45,20,10,65,10,20,3,30,40,80,20,20,11,60,60,58,40,40,3,30,30,22,60,50,3,40,40,60,30,30,16,10,10,10,40,40,23,77,Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,27,Man,Married
2021-12-14T12:18:39Z,2021-12-14T12:35:30Z,IP Address,100,1010,TRUE,2021-12-14T12:35:30Z,R_3DjBfvGJFylZzAI,anonymous,EN,I consent to participate in this study.,60,20,20,40,80,80,60,50,50,50,60,60,40,50,50,46,10,10,40,50,50,60,0,0,50,50,50,30,30,30,50,50,50,5,0,0,40,0,0,20,0,0,30,0,0,10,0,0,40,100,100,30,0,0,40,0,0,50,50,50,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,56,Woman,Married
2021-12-14T12:32:02Z,2021-12-14T12:35:44Z,IP Address,100,221,TRUE,2021-12-14T12:35:44Z,R_393C8wOYyM0N5GV,anonymous,EN,I consent to participate in this study.,50,50,70,25,50,40,25,25,30,35,45,20,50,50,20,25,15,25,50,50,40,50,50,45,25,25,50,5,5,3,50,50,80,5,5,10,25,25,50,15,5,3,25,25,25,5,5,1,10,15,50,50,50,25,5,5,10,15,50,25,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,38,Woman,Married
2021-12-14T12:27:58Z,2021-12-14T12:36:49Z,IP Address,100,531,TRUE,2021-12-14T12:36:49Z,R_2whRcMrHT99ZtFl,anonymous,EN,I consent to participate in this study.,82,5,75,20,25,41,76,50,31,9,10,15,20,25,20,20,25,25,10,15,45,65,50,50,3,20,75,65,75,5,16,0,5,5,5,10,50,45,50,31,0,0,10,0,1,2,1,0,11,0,10,20,5,8,5,2,1,22,0,10,77,Neutral,Strongly disagree,Neutral,Somewhat agree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,Neutral,55,Man,Divorced
