StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,1_B1,1_P1,1_S2,2_B1,2_P1,2_S2,3_B1,3_P1,3_S2,4_B1,4_P1,4_S2,5_B1,5_P1,5_S2,6_B1,6_P1,6_S2,7_B1,7_P1,7_S2,8_B1,8_P1,8_S2,9_B1,9_P1,9_S2,10_B1,10_P1,10_S2,11_B1,11_P1,11_S2,12_B1,12_P1,12_S2,13_B1,13_P1,13_S2,14_B1,14_P1,14_S2,15_B1,15_P1,15_S2,16_B1,16_P1,16_S2,17_B1,17_P1,17_S2,18_B1,18_P1,18_S2,19_B1,19_P1,19_S2,20_B1,20_P1,20_S2,check_77,lotr_1,lotr_2,lotr_3,lotr_4,lotr_5,lotr_6,lotr_7,lotr_8,lotr_9,lotr_10,age,gender,marital
2021-12-14T13:05:04Z,2021-12-14T13:13:43Z,IP Address,100,519,TRUE,2021-12-14T13:13:44Z,R_2RQVCqvsFQbXWOU,anonymous,EN,I consent to participate in this study.,15,10,10,65,55,45,15,10,15,50,45,20,10,10,10,10,5,10,20,10,10,35,100,100,20,15,35,25,10,1,45,100,100,25,15,10,50,90,90,1,5,5,50,90,90,5,25,5,40,100,100,25,50,50,20,50,50,45,65,65,77,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,49,Woman,Divorced
2021-12-14T12:43:32Z,2021-12-14T13:16:31Z,IP Address,100,1978,TRUE,2021-12-14T13:16:31Z,R_51nVq25ziJ4G0Wl,anonymous,EN,I consent to participate in this study.,70,70,75,60,70,50,5,3,10,30,15,15,10,5,8,15,10,20,15,25,45,50,50,40,15,10,50,15,15,3,75,99,99,10,5,5,40,85,85,20,20,3,65,50,15,5,2,1,50,50,50,10,10,10,10,8,5,5,5,10,77,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,30,Man,Never married
2021-12-14T13:10:59Z,2021-12-14T13:16:43Z,IP Address,100,343,TRUE,2021-12-14T13:16:43Z,R_3s7CpNmVvyD6XJ4,anonymous,EN,I consent to participate in this study.,10,0,0,46,53,50,16,12,18,27,32,24,12,12,15,7,7,18,41,41,41,23,9,18,56,56,60,23,23,5,46,32,53,3,3,5,33,25,45,23,100,100,22,15,15,3,3,1,12,9,16,18,15,14,15,12,7,63,84,72,77,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,24,Man,Never married
2021-12-14T13:11:18Z,2021-12-14T13:21:06Z,IP Address,100,587,TRUE,2021-12-14T13:21:06Z,R_tLgGNkSySBChIoV,anonymous,EN,I consent to participate in this study.,40,80,69,80,60,20,58,75,84,56,85,30,68,65,80,80,87,26,80,52,80,100,90,50,65,55,95,48,57,65,20,50,60,45,65,10,54,95,54,45,59,56,58,44,85,50,80,88,92,50,61,63,50,84,60,50,60,85,65,95,20,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Somewhat agree,Strongly agree,NA,Man,Married
2021-12-14T13:17:34Z,2021-12-14T13:22:25Z,IP Address,100,291,TRUE,2021-12-14T13:22:26Z,R_31g6lyELWDgVGjW,anonymous,EN,I consent to participate in this study.,30,30,60,78,80,60,60,40,30,40,30,40,40,40,20,40,40,20,60,50,60,60,70,50,20,20,40,35,10,2,40,40,70,20,10,20,40,50,70,20,10,5,50,50,30,2,0,0,40,40,70,40,40,30,10,10,10,75,85,75,77,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,39,Woman,Never married
2021-12-14T13:18:03Z,2021-12-14T13:23:05Z,IP Address,100,301,TRUE,2021-12-14T13:23:05Z,R_3nSniOJi3I6ZIoo,anonymous,EN,I consent to participate in this study.,5,1,25,45,40,38,15,20,25,30,25,15,20,15,15,50,5,10,25,20,35,30,10,10,15,10,60,15,10,2,40,100,100,18,15,12,25,30,30,5,1,1,40,90,85,7,10,2,60,100,100,25,98,98,5,98,98,3,5,23,77,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,37,Man,Married
2021-12-14T13:18:29Z,2021-12-14T13:23:17Z,IP Address,100,287,TRUE,2021-12-14T13:23:17Z,R_3eaVdSxTAaLngmY,anonymous,EN,I consent to participate in this study.,10,5,50,55,55,41,20,20,30,30,30,15,10,10,17,5,5,10,20,20,40,40,40,40,15,15,65,20,20,3,60,70,80,35,70,30,30,30,60,10,10,3,20,30,25,3,3,1,40,100,100,25,90,70,20,30,12,5,5,20,77,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,46,Man,Married
2021-12-14T13:17:37Z,2021-12-14T13:25:03Z,IP Address,100,445,TRUE,2021-12-14T13:25:03Z,R_a315p1U6FgtyEZb,anonymous,EN,I consent to participate in this study.,20,30,75,25,35,45,15,15,30,35,35,15,15,15,15,20,15,20,40,40,40,40,25,40,2,2,65,25,35,5,10,20,80,2,2,10,20,40,58,5,5,5,15,75,75,1,1,1,40,40,60,15,50,50,5,5,8,85,85,30,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,39,Man,Never married
2021-12-14T13:18:08Z,2021-12-14T13:25:07Z,IP Address,100,418,TRUE,2021-12-14T13:25:07Z,R_abBLCE3YXFh34QN,anonymous,EN,I consent to participate in this study.,30,20,60,50,50,20,40,40,25,60,30,20,40,20,15,40,10,30,30,30,40,50,50,40,10,10,30,45,30,5,70,100,80,10,5,5,50,50,50,30,10,0,10,5,10,1,0,0,60,100,100,20,0,10,3,0,0,40,80,20,77,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,33,Woman,Married
2021-12-14T13:23:18Z,2021-12-14T13:29:18Z,IP Address,100,359,TRUE,2021-12-14T13:29:18Z,R_3HnUjY77XXwjvxH,anonymous,EN,I consent to participate in this study.,10,10,10,50,50,50,15,15,15,35,35,35,20,20,20,3,3,3,33,33,33,35,25,25,11,11,11,7,7,7,40,50,50,5,5,5,50,70,70,3,0,0,25,25,25,2,2,2,40,100,100,35,15,15,3,1,1,65,65,65,77,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,34,Man,Married
2021-12-14T13:19:25Z,2021-12-14T13:29:18Z,IP Address,100,593,TRUE,2021-12-14T13:29:18Z,R_3mdZ9ILFuY0Zu0m,anonymous,EN,I consent to participate in this study.,50,100,100,20,20,25,40,50,40,10,10,10,10,10,10,5,5,5,15,15,25,40,100,100,100,100,100,10,10,3,30,100,100,3,3,7,5,5,5,10,1,1,10,0,0,1,1,1,50,100,100,40,1,1,20,1,1,10,10,10,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,64,Woman,Divorced
2021-12-14T13:17:35Z,2021-12-14T13:31:07Z,IP Address,100,811,TRUE,2021-12-14T13:31:07Z,R_1gTQozDjLRvMJ6N,anonymous,EN,I consent to participate in this study.,20,5,50,66,65,40,25,25,31,30,0,0,12,10,15,20,2,10,60,60,40,70,0,0,40,35,60,30,10,3,65,70,80,12,10,11,55,70,60,5,1,1,65,80,80,5,1,1,65,5,5,15,0,5,5,1,1,40,40,25,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,69,Woman,Widow or widower
2021-12-14T13:11:11Z,2021-12-14T13:33:54Z,IP Address,100,1363,TRUE,2021-12-14T13:33:54Z,R_D0FSV5JMDcL9GEN,anonymous,EN,I consent to participate in this study.,20,10,22,43,23,32,32,22,23,32,43,32,32,32,32,43,34,22,32,32,54,32,23,34,43,32,32,23,43,12,54,34,32,78,78,45,22,32,21,32,32,2,32,32,32,43,32,12,12,32,32,2,32,32,43,32,32,45,43,23,32,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,36,Woman,Married
2021-12-14T13:28:21Z,2021-12-14T13:34:28Z,IP Address,100,366,TRUE,2021-12-14T13:34:28Z,R_1nQ2PRvAt1ETCWL,anonymous,EN,I consent to participate in this study.,10,0,22,20,10,10,5,0,0,5,2,1,2,0,0,10,0,15,10,0,0,10,5,5,1,0,1,10,1,1,50,99,99,10,50,50,33,100,100,5,100,100,50,100,74,2,15,15,20,99,99,25,50,50,15,50,20,5,0,5,77,Neutral,Somewhat disagree,Somewhat disagree,Strongly disagree,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,24,Man,Never married
2021-12-14T13:26:06Z,2021-12-14T13:36:57Z,IP Address,100,650,TRUE,2021-12-14T13:36:58Z,R_3EKGdsYiiNjjyy7,anonymous,EN,I consent to participate in this study.,40,20,50,40,35,30,45,10,15,20,15,13,25,15,17,30,20,15,65,65,40,45,20,20,80,80,65,56,10,1,65,70,80,20,45,20,20,35,50,5,5,3,70,65,15,25,30,3,30,40,50,5,0,0,5,0,0,65,70,20,77,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,37,Man,Never married
2021-12-14T13:32:01Z,2021-12-14T13:38:43Z,IP Address,100,402,TRUE,2021-12-14T13:38:44Z,R_3nMmwGmP0ysKCUR,anonymous,EN,I consent to participate in this study.,25,20,70,30,90,95,10,5,10,20,35,25,15,20,20,20,25,25,35,50,55,50,90,90,10,10,65,20,25,5,40,5,8,15,1,1,30,70,80,1,1,1,35,5,1,1,0,0,35,0,0,35,1,0,2,0,0,50,50,25,77,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,40,Man,Never married
2021-12-14T13:34:55Z,2021-12-14T13:41:42Z,IP Address,100,407,TRUE,2021-12-14T13:41:42Z,R_3nBkYZTDXJ9W01S,anonymous,EN,I consent to participate in this study.,20,10,60,90,80,50,40,30,25,80,70,10,20,15,10,40,30,20,15,10,15,70,60,50,60,55,60,25,10,2,40,60,75,2,5,6,42,85,75,15,30,5,40,25,20,15,20,5,30,40,50,52,58,18,10,20,10,70,95,50,77,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,32,Man,Married
2021-12-14T13:36:12Z,2021-12-14T13:43:15Z,IP Address,100,423,TRUE,2021-12-14T13:43:16Z,R_1cTlqJS7y6JlrZ8,anonymous,EN,I consent to participate in this study.,15,9,33,79,76,39,6,4,12,27,8,8,22,14,13,44,26,22,7,4,15,28,2,3,13,9,41,18,12,2,41,100,100,16,21,14,47,99,99,3,3,3,79,85,76,4,4,3,67,98,98,34,100,100,21,44,39,44,54,41,77,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,32,Man,Married
2021-12-14T13:38:04Z,2021-12-14T13:46:35Z,IP Address,100,511,TRUE,2021-12-14T13:46:35Z,R_28Tje47ntXY8ruz,anonymous,EN,I consent to participate in this study.,15,15,25,75,50,20,40,10,15,25,5,5,25,15,10,3,1,1,30,10,10,50,0,0,60,50,50,10,5,1,50,10,10,10,15,15,30,90,95,2,1,1,50,15,5,2,1,1,35,0,0,10,1,1,10,0,0,25,50,50,77,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,38,Man,Never married
2021-12-14T13:41:04Z,2021-12-14T13:47:16Z,IP Address,100,371,TRUE,2021-12-14T13:47:17Z,R_2ZJLabS7QW6Ow1D,anonymous,EN,I consent to participate in this study.,23,43,23,54,43,54,45,4,32,32,54,43,34,45,12,32,43,43,23,43,43,6,54,34,65,65,54,43,43,54,12,23,54,32,32,32,65,54,54,43,54,32,5,43,43,45,43,53,65,65,54,43,54,43,32,43,21,65,43,43,54,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,41,Woman,Married
2021-12-14T13:46:39Z,2021-12-14T13:57:43Z,IP Address,100,664,TRUE,2021-12-14T13:57:44Z,R_3lANTwgK0IDcv6X,anonymous,EN,I consent to participate in this study.,30,12,40,65,60,35,20,18,25,45,40,15,25,15,13,3,2,10,25,20,35,45,5,5,15,10,65,10,7,2,65,100,100,10,15,15,45,95,95,4,4,3,20,80,80,3,4,2,60,100,100,32,3,3,10,2,2,5,90,23,77,Neutral,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neutral,50,Man,Married
2021-12-14T13:46:57Z,2021-12-14T13:57:45Z,IP Address,100,647,TRUE,2021-12-14T13:57:45Z,R_TbIAP73rEfcVeDL,anonymous,EN,I consent to participate in this study.,20,20,50,40,40,40,50,50,40,20,20,18,30,30,15,10,5,10,50,50,40,25,10,20,30,30,50,25,25,10,80,100,100,5,5,10,50,60,60,5,0,0,50,100,100,2,2,2,70,90,70,50,100,100,50,100,100,2,2,10,77,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,57,Woman,Married
2021-12-14T13:53:49Z,2021-12-14T14:00:41Z,IP Address,100,412,TRUE,2021-12-14T14:00:41Z,R_3KCq08Bb126C84Z,anonymous,EN,I consent to participate in this study.,15,10,80,85,60,40,25,10,10,40,10,5,30,10,4,70,70,20,55,15,15,35,15,25,40,40,65,15,15,3,75,50,50,5,7,15,28,95,95,4,2,1,35,95,95,2,5,4,65,80,85,70,95,95,15,80,80,20,20,20,77,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,31,Man,Never married
2021-12-14T13:52:44Z,2021-12-14T14:01:23Z,IP Address,100,519,TRUE,2021-12-14T14:01:24Z,R_3IQWUI0BP6rcuR8,anonymous,EN,I consent to participate in this study.,20,16,25,65,75,60,10,15,40,30,40,30,20,15,15,8,6,20,55,40,35,45,20,20,20,15,25,30,45,25,40,60,75,15,5,5,45,25,25,10,5,1,70,85,65,5,1,1,65,80,80,60,45,30,20,5,5,55,70,55,78,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,37,Man,Never married
2021-12-14T13:54:24Z,2021-12-14T14:16:19Z,IP Address,100,1314,TRUE,2021-12-14T14:16:20Z,R_3GDPpBFUw6LEOoi,anonymous,EN,I consent to participate in this study.,25,12,40,40,34,40,47,35,24,75,80,50,45,45,15,25,27,25,35,30,45,40,37,40,14,23,35,46,38,1,30,24,45,10,12,7,47,65,60,5,3,3,62,60,15,10,10,1,20,23,70,45,47,8,1,1,3,45,60,40,77,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,22,Man,Never married
2021-12-14T14:06:15Z,2021-12-14T14:20:33Z,IP Address,100,858,TRUE,2021-12-14T14:20:33Z,R_2cvdlMuaMxOZATk,anonymous,EN,I consent to participate in this study.,3,2,55,65,65,50,20,20,30,30,30,20,5,5,15,10,10,25,30,30,40,20,20,30,5,3,60,10,10,5,60,80,85,10,10,10,25,30,50,5,2,3,60,90,80,5,5,2,40,50,60,40,60,50,5,2,5,20,20,20,77,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,38,Man,Never married
2021-12-14T13:28:47Z,2021-12-14T14:22:18Z,IP Address,100,3211,TRUE,2021-12-14T14:22:19Z,R_1pAn4wTOaoxIKdF,anonymous,EN,I consent to participate in this study.,70,70,60,60,60,30,2,2,10,20,20,10,10,10,10,5,5,20,10,10,20,20,20,30,10,10,50,5,4,1,80,80,80,30,30,20,30,30,50,1,1,3,50,50,30,5,5,3,70,70,50,10,10,20,10,10,15,20,20,20,77,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,37,Man,Never married
2021-12-14T14:11:44Z,2021-12-14T14:27:25Z,IP Address,100,941,TRUE,2021-12-14T14:27:25Z,R_3fshWRQ9DEjux5T,anonymous,EN,I consent to participate in this study.,48,25,75,5,4,20,1,1,31,5,2,5,1,1,17,5,41,26,5,5,20,70,60,45,2,2,65,1,1,3,46,55,82,4,9,5,1,10,65,5,2,3,55,55,22,70,80,5,58,39,61,6,4,10,5,5,9,3,5,23,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,28,Woman,Never married
2021-12-14T14:32:06Z,2021-12-14T14:38:28Z,IP Address,100,382,TRUE,2021-12-14T14:38:29Z,R_1K0VjgJB6Yh3e77,anonymous,EN,I consent to participate in this study.,28,70,70,50,90,90,11,20,20,35,50,50,16,55,55,8,40,40,38,90,90,75,80,80,17,2,2,24,18,3,40,100,100,1,0,0,22,70,70,3,100,100,22,0,0,1,0,0,40,5,5,3,0,0,2,0,0,50,0,0,77,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,39,Man,Married
2021-12-14T14:24:08Z,2021-12-14T14:38:47Z,IP Address,100,879,TRUE,2021-12-14T14:38:47Z,R_2uxMgiz5s2e7GAN,anonymous,EN,I consent to participate in this study.,40,35,60,70,75,50,25,30,40,20,60,30,35,50,35,15,10,20,50,50,45,65,50,35,30,40,55,18,15,1,65,80,85,4,2,5,12,10,20,15,5,1,50,25,15,2,1,1,60,74,74,5,1,2,7,1,1,45,65,45,77,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,32,Man,Never married
2021-12-14T14:29:25Z,2021-12-14T14:39:08Z,IP Address,100,583,TRUE,2021-12-14T14:39:09Z,R_2TNRbWoBf10idSS,anonymous,EN,I consent to participate in this study.,20,20,50,60,60,50,20,2,20,30,30,10,30,10,5,61,10,15,30,5,10,5,5,10,30,10,20,5,5,1,70,70,80,10,10,10,65,90,90,5,5,2,60,75,70,10,10,1,50,95,95,30,30,10,2,0,5,70,50,80,77,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,32,Man,Married
2021-12-14T14:34:53Z,2021-12-14T14:42:35Z,IP Address,100,462,TRUE,2021-12-14T14:42:36Z,R_3gTavUVQRETVlI0,anonymous,EN,I consent to participate in this study.,25,25,30,60,55,55,10,5,8,30,20,20,5,1,2,10,5,5,5,5,15,15,1,1,5,10,15,10,3,2,85,90,90,15,5,6,35,80,80,2,0,0,40,45,35,3,2,1,55,85,85,30,20,14,10,5,4,40,60,45,77,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,30,Man,Never married
2021-12-14T14:33:51Z,2021-12-14T14:44:14Z,IP Address,100,623,TRUE,2021-12-14T14:44:15Z,R_2s4qcQS38tihTZS,anonymous,EN,I consent to participate in this study.,30,10,20,75,70,36,35,25,23,20,15,14,40,30,13,3,2,10,25,20,30,25,5,8,10,10,65,18,15,2,30,10,25,8,10,12,40,75,75,1,1,1,15,10,12,3,3,1,25,2,3,25,1,1,20,2,2,10,15,27,77,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Neutral,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,36,Man,Never married
2021-12-14T14:42:02Z,2021-12-14T14:51:28Z,IP Address,100,566,TRUE,2021-12-14T14:51:29Z,R_1yQWQznZb9P6ODn,anonymous,EN,I consent to participate in this study.,8,10,15,70,60,35,25,20,20,30,15,10,15,10,10,20,10,10,15,10,20,50,0,0,5,0,0,30,15,1,80,99,99,5,10,15,45,99,99,35,99,99,30,80,80,1,1,1,65,0,0,45,2,2,1,2,2,30,85,85,77,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,44,Man,Never married
2021-12-14T14:43:24Z,2021-12-14T14:52:05Z,IP Address,100,520,TRUE,2021-12-14T14:52:05Z,R_31uSteN7NdKuZu8,anonymous,EN,I consent to participate in this study.,50,0,0,45,45,41,20,20,30,20,20,20,10,20,20,50,50,26,75,80,50,60,10,10,50,90,85,50,50,20,20,10,20,5,5,11,40,95,95,50,50,50,15,15,15,1,1,1,60,10,10,20,50,20,5,5,10,50,50,25,77,Somewhat agree,Strongly disagree,Neutral,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,42,Woman,Never married
2021-12-14T14:51:50Z,2021-12-14T15:11:53Z,IP Address,100,1202,TRUE,2021-12-14T15:11:53Z,R_25N1bFe4L2xleol,anonymous,EN,I consent to participate in this study.,10,10,76,80,40,41,10,10,31,39,30,18,4,3,17,10,10,17,3,3,40,50,50,40,1,1,75,30,30,3,30,10,30,1,1,11,70,80,40,30,20,3,5,10,20,10,10,1,39,20,30,10,20,16,20,20,30,45,50,23,77,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,43,Woman,Divorced
2021-12-14T15:29:27Z,2021-12-14T15:35:19Z,IP Address,100,352,TRUE,2021-12-14T15:35:20Z,R_z72F9C1NwLBtehj,anonymous,EN,I consent to participate in this study.,35,10,65,50,50,45,4,3,25,60,50,15,20,10,15,7,4,15,15,13,30,50,0,0,7,4,60,5,2,3,50,50,75,5,6,8,50,75,75,1,1,2,30,55,35,2,2,1,60,0,0,15,20,18,4,2,5,25,35,25,77,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,23,Woman,Never married
2021-12-14T15:35:13Z,2021-12-14T15:42:55Z,IP Address,100,461,TRUE,2021-12-14T15:42:56Z,R_1immplKZn2ip8DI,anonymous,EN,I consent to participate in this study.,20,20,30,30,20,20,5,5,10,30,15,10,20,20,17,5,50,50,40,100,100,20,1,1,25,50,65,40,100,100,25,5,5,20,20,20,20,80,90,1,1,1,20,75,75,1,1,1,20,100,100,20,5,5,5,1,1,20,25,25,77,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,49,Man,Married
2021-12-14T15:15:11Z,2021-12-14T15:54:20Z,IP Address,100,2348,TRUE,2021-12-14T15:54:21Z,R_3Rft0v5KhpuT3nU,anonymous,EN,I consent to participate in this study.,20,20,75,50,50,50,40,50,40,50,50,20,20,40,20,25,25,25,50,50,50,50,50,50,20,30,75,50,50,5,50,50,75,10,10,10,50,50,60,10,5,1,25,10,5,20,20,1,60,50,50,50,10,10,20,20,10,50,50,20,77,Neutral,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,48,Woman,Divorced
2021-12-14T17:54:59Z,2021-12-14T18:04:45Z,IP Address,100,585,TRUE,2021-12-14T18:04:45Z,R_3LZ9dxmcc30WyHy,anonymous,EN,I consent to participate in this study.,5,10,25,75,80,80,30,40,30,65,50,30,3,5,7,10,20,15,25,40,40,55,60,50,30,60,22,5,10,1,60,75,80,5,1,2,15,22,35,5,10,1,35,40,30,2,1,1,10,15,40,10,5,10,4,5,3,30,25,30,77,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,34,Woman,Never married
